gene_id	gene_name	gene_type	strand	TPM.H1	FPKM.H1	SPIN.H1	TPM.HFF	FPKM.HFF	SPIN.HFF	ABC_h3k4me3.H1	ABC_h3k4me3.HFF	ABC_pol2.H1	ABC_pol2.HFF
ENSG00000164113.10	ADAD1	protein_coding	+	0	0	Interior_Act3	0.19	0.16	Lamina	0	0	0	0
ENSG00000164114.18	MAP9	protein_coding	-	10.15	8.88	Lamina	2.36	1.9	Lamina	12.8547	4.36252	0.499679	1.90318
ENSG00000164116.16	GUCY1A1	protein_coding	+	0	0	Lamina	0	0	Lamina	37.0648	0	1.96269	0
ENSG00000164117.13	FBXO8	protein_coding	-	4.04	3.54	Interior_Act3	9.63	7.75	Interior_Act3	0	59.9597	0	15.38
ENSG00000164118.12	CEP44	protein_coding	+	9.19	8.04	Interior_Act3	4.58	3.69	Interior_Act3	0	55.2393	0	13.4757
ENSG00000164120.13	HPGD	protein_coding	-	0.7	0.62	Interior_Act3	0	0	Lamina	3.41454	0	0.00334218	0
ENSG00000164122.8	ASB5	protein_coding	-	0	0	Lamina	0	0	Interior_Act3	0	137.577	0	183.222
ENSG00000164123.6	C4orf45	protein_coding	-	0	0	Interior_Act3	0	0	Interior_Act3	0	0	0	0
ENSG00000164124.10	TMEM144	protein_coding	+	1.4	1.22	Lamina	0.12	0.1	Interior_Repr2	0	0	0	0
ENSG00000164125.15	FAM198B	protein_coding	-	0	0	Lamina	3.87	3.11	Interior_Repr2	1.68901	41.4751	1.02456	84.08
ENSG00000164128.6	NPY1R	protein_coding	-	3.38	2.96	Lamina	0.1	0.08	Interior_Act3	100.117	9.16224	71.8838	5.2542
ENSG00000164129.11	NPY5R	protein_coding	+	0.82	0.72	Lamina	0	0	Interior_Act3	22.0268	0	17.8573	0
ENSG00000164134.12	NAA15	protein_coding	+	66.8	58.46	Interior_Act3	5.57	4.48	Interior_Act3	803.139	396.952	155.529	203.013
ENSG00000164136.16	IL15	protein_coding	+	0.33	0.29	Lamina	3.46	2.78	Interior_Act3	0	807.308	0	479.889
ENSG00000164142.15	FAM160A1	protein_coding	+	40.37	35.32	Interior_Act3	0	0	Interior_Act3	131.49	19.6408	274.583	103.361
ENSG00000164144.15	ARFIP1	protein_coding	+	20.41	17.86	Interior_Act3	7.99	6.43	Interior_Act3	229.988	22.6764	48.2309	6.17784
ENSG00000164151.11	ICE1	protein_coding	+	28.93	25.32	Interior_Repr1	6.33	5.09	Near_Lm1	57.7874	86.3294	47.9157	32.3882
ENSG00000164161.9	HHIP	protein_coding	+	0.68	0.59	Lamina	0	0	Interior_Act3	5.30641	17.1544	2.12455	13.9478
ENSG00000164162.13	ANAPC10	protein_coding	-	12.51	10.95	Lamina	11.07	8.91	Interior_Act3	4.02348	8.35489	1.73246	1.80999
ENSG00000164163.10	ABCE1	protein_coding	+	67.92	59.43	Interior_Act3	18.08	14.55	Interior_Act3	806.201	11.6738	453.89	2.98596
ENSG00000164164.16	OTUD4	protein_coding	-	30.6	26.78	Interior_Act3	6.41	5.16	Interior_Act3	120.214	27.8486	47.4906	9.85714
ENSG00000164167.11	LSM6	protein_coding	+	34.04	29.79	Lamina	8.54	6.87	Interior_Repr2	0	89.907	0	17.0263
ENSG00000164168.7	TMEM184C	protein_coding	+	22.78	19.94	Interior_Act3	20.85	16.78	Interior_Act3	67.4702	279.977	39.9063	74.5264
ENSG00000164169.12	PRMT9	protein_coding	-	5.16	4.52	Interior_Act3	4.56	3.67	Interior_Act3	65.0106	219.027	21.7437	83.122
ENSG00000164171.10	ITGA2	protein_coding	+	4.13	3.62	Near_Lm2	5.81	4.68	Interior_Act1	31.1738	465.592	1.87637	167.914
ENSG00000164172.18	MOCS2	protein_coding	-	8.66	7.58	Near_Lm2	45.26	36.42	Interior_Act1	0	0	0	0
ENSG00000164175.14	SLC45A2	protein_coding	-	0	0	Interior_Act1	0.13	0.1	Interior_Act1	0	0	0	0
ENSG00000164176.12	EDIL3	protein_coding	-	25.34	22.17	Interior_Act3	6.75	5.43	Near_Lm2	143.512	20.1651	79.4915	3.90585
ENSG00000164180.13	TMEM161B	protein_coding	-	7.41	6.48	Interior_Act3	4.39	3.53	Interior_Repr2	90.2186	0	3.52128	0
ENSG00000164181.13	ELOVL7	protein_coding	-	2.75	2.41	Interior_Repr2	0.22	0.18	Near_Lm2	79.3447	0	64.0851	0
ENSG00000164182.10	NDUFAF2	protein_coding	+	24.95	21.83	Interior_Repr2	44.11	35.5	Interior_Act3	40.7314	137.609	14.7262	69.4097
ENSG00000164185.5	ZNF474	protein_coding	+	0.05	0.05	Interior_Act3	0.05	0.04	Interior_Repr2	0	47.869	0	65.0393
ENSG00000164187.6	LMBRD2	protein_coding	-	2.19	1.92	Near_Lm2	2.35	1.89	Interior_Repr1	230.295	246.258	33.5971	68.7609
ENSG00000164188.8	RANBP3L	protein_coding	-	0	0	Interior_Repr1	0	0	Interior_Repr1	4.12601	51.096	2.01749	20.9118
ENSG00000164190.17	NIPBL	protein_coding	+	28.73	25.14	Interior_Repr1	8.3	6.68	Interior_Act3	219.027	82.3284	84.2423	23.5285
ENSG00000164197.11	RNF180	protein_coding	+	1.26	1.1	Lamina	0	0	Lamina	0.0253996	0	2.70184	0
ENSG00000164199.17	ADGRV1	protein_coding	+	33.38	29.21	Interior_Act3	0.07	0.05	Lamina	74.987	57.8644	36.9583	23.162
ENSG00000164209.16	SLC25A46	protein_coding	+	11.67	10.21	Lamina	16.24	13.07	Lamina	27.5249	132.347	0.921272	43.3081
ENSG00000164211.12	STARD4	protein_coding	-	25.7	22.49	Lamina	4.91	3.95	Interior_Act3	243.645	117.722	72.8635	19.7434
ENSG00000164219.9	PGGT1B	protein_coding	-	23.14	20.25	Interior_Act3	2.92	2.35	Interior_Repr2	42.409	64.6674	17.9759	10.7177
ENSG00000164220.6	F2RL2	protein_coding	-	0.04	0.04	Interior_Act1	28.91	23.27	Interior_Repr2	0	36.5895	0	37.4408
ENSG00000164221.12	CCDC112	protein_coding	-	8.39	7.34	Interior_Act3	2.23	1.8	Interior_Act3	225.47	101.596	100.858	15.7176
ENSG00000164236.11	ANKRD33B	protein_coding	+	11.04	9.66	Interior_Act1	2.01	1.62	Interior_Act1	21.062	96.9017	5.91909	88.9338
ENSG00000164237.8	CMBL	protein_coding	-	14.99	13.12	Interior_Act1	18.87	15.19	Interior_Act1	180.038	198.745	57.3482	72.6149
ENSG00000164241.13	C5orf63	protein_coding	-	0.36	0.31	Interior_Act3	3.16	2.55	Interior_Repr2	0	48.8969	0	17.5353
ENSG00000164244.20	PRRC1	protein_coding	+	42.21	36.93	Interior_Act3	26.56	21.37	Lamina	45.6319	0	6.79092	0
ENSG00000164251.4	F2RL1	protein_coding	+	12.48	10.92	Interior_Act1	0.81	0.65	Interior_Act1	0	93.1749	0	39.0472
ENSG00000164252.12	AGGF1	protein_coding	+	10.19	8.92	Interior_Act1	7.36	5.92	Interior_Act3	31.374	27.214	81.6516	4.52881
ENSG00000164253.13	WDR41	protein_coding	-	24.1	21.09	Interior_Repr2	40.06	32.24	Interior_Act3	39.6614	731.235	33.499	766.329
ENSG00000164256.10	PRDM9	protein_coding	+	0	0	Lamina	0	0	Lamina	0	0	0	0
ENSG00000164258.11	NDUFS4	protein_coding	+	40.77	35.68	Interior_Repr1	62.74	50.49	Interior_Act1	0	0	0	0
ENSG00000164265.8	SCGB3A2	protein_coding	+	34.13	29.87	Interior_Act3	0	0	Lamina	0	0	0	0
ENSG00000164266.10	SPINK1	protein_coding	-	0.26	0.22	Interior_Act3	0	0	Lamina	0	0	0	0
ENSG00000164270.17	HTR4	protein_coding	-	0.04	0.03	Interior_Act3	0.15	0.12	Interior_Repr2	0	0	0	0
ENSG00000164283.12	ESM1	protein_coding	-	0	0	Near_Lm2	1.66	1.33	Interior_Act1	0	0	0	0
ENSG00000164284.14	GRPEL2	protein_coding	+	28.01	24.51	Interior_Act1	5.98	4.81	Interior_Act1	88.3698	308.821	30.0904	168.566
ENSG00000164287.12	CDC20B	protein_coding	-	0.03	0.03	Interior_Repr1	0.06	0.05	Interior_Act1	121.195	61.1503	13.1559	17.5969
ENSG00000164291.16	ARSK	protein_coding	+	7.59	6.65	Interior_Act3	4.4	3.54	Interior_Act3	5.48006	331.997	2.79939	98.3432
ENSG00000164292.12	RHOBTB3	protein_coding	+	4.41	3.86	Interior_Act3	47.08	37.89	Interior_Act1	47.4583	1104.73	49.307	1373.58
ENSG00000164294.13	GPX8	protein_coding	+	32.42	28.37	Interior_Repr1	126.99	102.2	Interior_Act1	49.5763	37.1587	28.2547	40.2393
ENSG00000164296.6	TIGD6	protein_coding	-	0.69	0.6	Interior_Act1	6.72	5.41	Speckle	0	453.212	0	169.727
ENSG00000164299.6	SPZ1	protein_coding	+	0.05	0.05	Interior_Act1	0	0	Interior_Repr2	0	0	0	0
ENSG00000164300.16	SERINC5	protein_coding	-	80.04	70.04	Interior_Act1	3.54	2.85	Interior_Repr2	557.216	112.564	433.87	30.5881
ENSG00000164303.10	ENPP6	protein_coding	-	0.11	0.1	Interior_Act1	0	0	Interior_Act3	0	0	0	0
ENSG00000164304.15	CAGE1	protein_coding	-	0.05	0.05	Interior_Act3	0.06	0.05	Interior_Act1	223.104	225.871	35.2715	48.0757
ENSG00000164305.18	CASP3	protein_coding	-	44.28	38.75	Interior_Act1	11.11	8.94	Interior_Repr2	385.804	273.758	87.32	118.597
ENSG00000164306.10	PRIMPOL	protein_coding	+	3.58	3.14	Interior_Act1	9.2	7.4	Interior_Repr2	367.772	259.508	83.1557	129.809
ENSG00000164307.12	ERAP1	protein_coding	-	9.21	8.06	Interior_Act3	5.3	4.26	Interior_Act3	39.9409	819.21	10.5447	1235.24
ENSG00000164308.16	ERAP2	protein_coding	+	0	0	Interior_Act3	0.78	0.63	Interior_Act3	0	164.74	0	38.9265
ENSG00000164309.14	CMYA5	protein_coding	+	0.51	0.45	Interior_Act1	0.86	0.69	Interior_Act3	26.8204	7.84089	16.9147	4.85201
ENSG00000164318.17	EGFLAM	protein_coding	+	0.13	0.11	Interior_Repr1	1.5	1.21	Near_Lm1	54.872	25.7806	8.43721	4.97606
ENSG00000164323.13	CFAP97	protein_coding	-	21.68	18.97	Interior_Act3	4.47	3.59	Interior_Repr2	116.763	291.684	59.8579	120.259
ENSG00000164325.7	TMEM174	protein_coding	+	0	0	Interior_Act1	0	0	Interior_Act1	0	0	0	0
ENSG00000164326.4	CARTPT	protein_coding	+	0	0	Interior_Act1	0	0	Interior_Act3	0	0	0	0
ENSG00000164327.12	RICTOR	protein_coding	-	14.26	12.48	Near_Lm2	4.41	3.55	Interior_Act1	680.544	1267.95	178.538	509.344
ENSG00000164329.13	TENT2	protein_coding	+	22.32	19.53	Interior_Act1	27.74	22.32	Interior_Act3	132.587	107.206	67.5642	44.623
ENSG00000164330.16	EBF1	protein_coding	-	0.08	0.07	Interior_Act3	1.94	1.56	Interior_Repr2	11.6552	11.9067	5.76734	3.28012
ENSG00000164331.9	ANKRA2	protein_coding	-	6.74	5.9	Interior_Act1	22.43	18.05	Interior_Act1	3.81244	344.928	0.536288	92.2153
ENSG00000164332.7	UBLCP1	protein_coding	+	21.94	19.2	Interior_Act3	17.16	13.81	Interior_Repr2	6.92068	33.5255	1.02773	7.21962
ENSG00000164334.15	FAM170A	protein_coding	+	0	0	Lamina	0	0	Lamina	0	0	0	0
ENSG00000164338.9	UTP15	protein_coding	+	18.02	15.77	Interior_Act1	9.83	7.91	Interior_Act1	4.27724	377.13	0.623545	96.4234
ENSG00000164342.12	TLR3	protein_coding	+	1.42	1.24	Interior_Act3	0.12	0.1	Interior_Repr2	5.746	14.7022	1.96472	7.68788
ENSG00000164344.15	KLKB1	protein_coding	+	11.22	9.82	Interior_Act3	0.25	0.2	Interior_Repr2	16.9313	0	2.71874	0
ENSG00000164346.9	NSA2	protein_coding	+	36.88	32.27	Interior_Act1	108.34	87.19	Interior_Act3	35.2836	108.334	4.12094	38.4693
ENSG00000164347.17	GFM2	protein_coding	-	16.45	14.39	Interior_Act1	11.44	9.2	Interior_Act3	20.6236	99.1289	3.28016	36.3653
ENSG00000164362.19	TERT	protein_coding	-	12.4	10.85	Speckle	140.25	112.87	Interior_Act2	2.78152	50.369	7.37433	440.712
ENSG00000164363.9	SLC6A18	protein_coding	+	0	0	Speckle	0	0	Interior_Act2	0	0	0	0
ENSG00000164366.3	CCDC127	protein_coding	-	4.29	3.75	Speckle	2.53	2.04	Interior_Act2	32.9154	40.9055	13.0653	16.569
ENSG00000164379.6	FOXQ1	protein_coding	+	0	0	Interior_Repr1	0.74	0.59	Interior_Repr1	8.14603	91.055	1.42434	44.2822
ENSG00000164393.8	ADGRF2	protein_coding	+	0	0	Interior_Act3	0	0	Interior_Repr2	0	0	0	0
ENSG00000164398.12	ACSL6	protein_coding	-	1.31	1.15	Interior_Act3	0	0	Interior_Repr2	36.7979	20.3909	10.2272	20.5482
ENSG00000164399.4	IL3	protein_coding	+	0	0	Interior_Act3	0.1	0.08	Interior_Repr2	1.56453	12.7955	1.21616	4.78736
ENSG00000164400.5	CSF2	protein_coding	+	0	0	Interior_Act3	0	0	Interior_Repr2	0	26.6997	0	9.12276
ENSG00000164402.13	SEPT8	protein_coding	-	17.73	15.51	Interior_Act1	21.14	17.01	Interior_Act1	142.478	157.428	52.2816	32.8777
ENSG00000164403.14	SHROOM1	protein_coding	-	2.78	2.43	Interior_Act1	8.1	6.52	Interior_Act1	167.285	320.719	78.947	110.055
ENSG00000164404.8	GDF9	protein_coding	-	0.04	0.03	Interior_Act1	0.48	0.39	Interior_Act1	219.719	391.394	98.7247	185.466
ENSG00000164405.10	UQCRQ	protein_coding	+	157.31	137.65	Interior_Act1	180.67	145.4	Interior_Act1	219.169	391.277	98.7282	185.473
ENSG00000164406.7	LEAP2	protein_coding	+	1.56	1.36	Interior_Act1	1.02	0.82	Interior_Act1	0	0	0	0
ENSG00000164411.11	GJB7	protein_coding	-	0.53	0.46	Interior_Act3	0	0	Interior_Act3	0	5.46833	0	2.62256
ENSG00000164414.17	SLC35A1	protein_coding	+	4.95	4.33	Interior_Act3	16.55	13.32	Interior_Act3	102.952	29.1639	25.8369	7.73365
ENSG00000164418.20	GRIK2	protein_coding	+	1.2	1.05	Lamina	22.83	18.37	Interior_Act3	0	0	0	0
ENSG00000164430.15	CGAS	protein_coding	-	3.36	2.94	Interior_Act1	0.97	0.78	Interior_Act1	12.0653	4.57388	21.7527	2.76422
ENSG00000164434.11	FABP7	protein_coding	+	7.05	6.17	Interior_Act3	0	0	Lamina	0	0	0	0
ENSG00000164438.5	TLX3	protein_coding	+	0	0	Interior_Act1	0	0	Interior_Repr1	2.64367	0	0.00957851	0
ENSG00000164440.14	TXLNB	protein_coding	-	0.09	0.08	Interior_Act3	0.11	0.09	Interior_Act3	18.9959	0	33.815	0
ENSG00000164442.9	CITED2	protein_coding	-	47.82	41.85	Interior_Act3	196.19	157.89	Interior_Act3	636.141	1046.35	489.988	1428.48
ENSG00000164451.13	CALHM4	protein_coding	+	0	0	Interior_Act3	0	0	Interior_Act3	67.579	39.4832	22.8809	55.7388
ENSG00000164458.9	TBXT	protein_coding	-	0.13	0.12	Interior_Act3	0	0	Interior_Repr2	9.98473	4.83065	2.43862	2.02402
ENSG00000164463.12	CREBRF	protein_coding	+	2.51	2.19	Interior_Act1	6.71	5.4	Interior_Act1	0	196.577	0	75.5484
ENSG00000164465.18	DCBLD1	protein_coding	+	6	5.25	Lamina	20.21	16.26	Interior_Repr2	149.351	248.218	95.6438	500.636
ENSG00000164466.12	SFXN1	protein_coding	+	52.4	45.86	Speckle	8.98	7.23	Interior_Repr1	5.37419	0	7.02932	0
ENSG00000164483.16	SAMD3	protein_coding	-	1.04	0.91	Interior_Act3	1.7	1.37	Interior_Act3	3.5308	38.5448	1.6595	12.2726
ENSG00000164484.11	TMEM200A	protein_coding	+	7.44	6.51	Interior_Act3	12.07	9.72	Interior_Act3	11.7712	137.53	6.83913	41.3
ENSG00000164485.14	IL22RA2	protein_coding	-	0	0	Interior_Act3	0	0	Interior_Repr2	0	0	0	0
ENSG00000164488.11	DACT2	protein_coding	-	1.65	1.45	Interior_Act1	0	0	Interior_Repr1	0	0	0	0
ENSG00000164494.11	PDSS2	protein_coding	-	8.66	7.58	Interior_Act1	2.33	1.88	Interior_Repr2	215.239	104.24	75.6867	46.0395
ENSG00000164500.6	SPATA48	protein_coding	+	0	0	Near_Lm2	0	0	Near_Lm2	0.0128999	6.69793	1.30237	3.41858
ENSG00000164506.14	STXBP5	protein_coding	+	5.79	5.07	Lamina	12.92	10.4	Interior_Act3	23.7165	321.866	0.821171	256.66
ENSG00000164508.4	HIST1H2AA	protein_coding	-	0	0	Interior_Repr2	0	0	Interior_Act3	0	0	0	0
ENSG00000164509.13	IL31RA	protein_coding	+	0	0	Interior_Repr1	0	0	Interior_Act1	0	0	0	0
ENSG00000164512.17	ANKRD55	protein_coding	-	0	0	Interior_Repr1	0	0	Interior_Act1	0	6.28287	0	1.94343
ENSG00000164520.11	RAET1E	protein_coding	-	0	0	Interior_Act1	0.04	0.03	Interior_Act1	0	0	0	0
ENSG00000164530.14	PI16	protein_coding	+	0.02	0.02	Speckle	1.54	1.24	Speckle	83.8258	0	34.6025	0
ENSG00000164532.10	TBX20	protein_coding	-	0.14	0.12	Near_Lm2	0	0	Interior_Repr2	6.15914	0	1.31474	0
ENSG00000164535.14	DAGLB	protein_coding	-	14.48	12.67	Interior_Act1	19.31	15.54	Speckle	1149.27	6.92697	260.125	2.98871
ENSG00000164542.12	KIAA0895	protein_coding	-	0.31	0.27	Interior_Repr1	0.79	0.64	Interior_Act1	0	150.907	0	100.714
ENSG00000164543.6	STK17A	protein_coding	+	6.54	5.72	Interior_Act1	17.78	14.31	Interior_Act1	107.005	383.906	104.109	496.466
ENSG00000164548.10	TRA2A	protein_coding	-	67.01	58.64	Interior_Act1	79.14	63.69	Interior_Act1	273.361	66.8379	223.237	36.0571
ENSG00000164574.15	GALNT10	protein_coding	+	8.33	7.29	Interior_Act3	35.77	28.78	Interior_Act1	639.043	2427.8	187.511	1398.46
ENSG00000164576.11	SAP30L	protein_coding	+	16.91	14.79	Interior_Act1	15.17	12.21	Interior_Act1	53.5794	98.4611	1.70266	27.2419
ENSG00000164587.12	RPS14	protein_coding	-	1368.11	1197.2	Interior_Act1	1355.16	1090.62	Speckle	683.506	488.745	258.887	120.627
ENSG00000164588.6	HCN1	protein_coding	-	3.62	3.16	Near_Lm2	0.02	0.02	Lamina	30.6374	0	2.95705	0
ENSG00000164591.13	MYOZ3	protein_coding	+	10.26	8.98	Interior_Act1	0.18	0.14	Interior_Act1	334.707	23.4857	127.806	19.5259
ENSG00000164597.13	COG5	protein_coding	-	15.07	13.19	Interior_Act3	10.61	8.54	Interior_Act3	27.8653	112.154	22.4854	60.9507
ENSG00000164600.6	NEUROD6	protein_coding	-	0	0	Interior_Repr1	0	0	Near_Lm2	0	0	0	0
ENSG00000164603.11	BMT2	protein_coding	-	5.7	4.99	Lamina	4.09	3.29	Interior_Repr2	39.862	163.491	46.4191	113.392
ENSG00000164604.12	GPR85	protein_coding	-	0.11	0.1	Lamina	3.13	2.52	Interior_Repr2	0	150.455	0	76.064
ENSG00000164609.9	SLU7	protein_coding	-	18.3	16.02	Interior_Act3	13.88	11.17	Interior_Repr1	147.221	65.1985	49.7183	60.8864
ENSG00000164610.8	RP9	protein_coding	-	6.68	5.84	Interior_Repr1	22.94	18.46	Interior_Act1	84.7577	112.769	20.4344	39.3286
ENSG00000164611.12	PTTG1	protein_coding	+	128.97	112.86	Interior_Act3	44.53	35.84	Interior_Repr1	138.506	56.6137	33.4128	55.298
ENSG00000164615.4	CAMLG	protein_coding	+	22.96	20.09	Interior_Act1	14.88	11.98	Interior_Act1	224.543	404.748	116.214	174.556
ENSG00000164619.9	BMPER	protein_coding	+	0.37	0.32	Near_Lm2	1.08	0.87	Interior_Act1	0	131.778	0	102.496
ENSG00000164620.8	RELL2	protein_coding	+	9.96	8.72	Interior_Act1	3.42	2.75	Interior_Act1	293.344	78.3281	197.131	23.0794
ENSG00000164626.8	KCNK5	protein_coding	-	23.78	20.81	Interior_Act2	0	0	Interior_Repr2	198.245	0	49.4678	0
ENSG00000164627.17	KIF6	protein_coding	-	0.35	0.3	Interior_Act2	0	0	Interior_Repr2	1.61104	0	0.249385	0
ENSG00000164631.18	ZNF12	protein_coding	-	8.68	7.6	Interior_Act1	5.06	4.07	Interior_Repr1	0	0	0	0
ENSG00000164638.10	SLC29A4	protein_coding	+	3.72	3.26	Speckle	1.34	1.08	Speckle	54.9191	0	20.008	0
ENSG00000164645.2	TEX47	protein_coding	-	0	0	Lamina	0	0	Lamina	0	0	0	0
ENSG00000164647.8	STEAP1	protein_coding	+	5.1	4.47	Interior_Act3	8.34	6.72	Interior_Act3	28.1059	18.8579	6.25281	16.6365
ENSG00000164649.19	CDCA7L	protein_coding	-	90.28	79	Interior_Act3	12.6	10.14	Interior_Repr2	301.445	682.012	150.235	360.952
ENSG00000164651.16	SP8	protein_coding	-	6.45	5.64	Interior_Act3	0	0	Lamina	0	0	0	0
ENSG00000164654.15	MIOS	protein_coding	+	27.23	23.83	Interior_Act3	7.13	5.74	Interior_Act3	126.733	77.3902	27.1429	21.9561
ENSG00000164659.14	KIAA1324L	protein_coding	-	17.65	15.44	Interior_Act3	0	0	Lamina	190.251	30.9062	51.2732	19.456
ENSG00000164663.14	USP49	protein_coding	-	13.08	11.45	Speckle	2.39	1.92	Speckle	393.304	0	140.54	0
ENSG00000164674.15	SYTL3	protein_coding	+	0.53	0.47	Interior_Act1	1.25	1.01	Interior_Act1	45.1189	15.892	126.629	9.2376
ENSG00000164675.10	IQUB	protein_coding	-	0.44	0.39	Interior_Act3	0.12	0.09	Lamina	171.595	0	21.311	0
ENSG00000164683.16	HEY1	protein_coding	-	0.71	0.62	Interior_Act3	1.48	1.19	Interior_Repr2	129.996	85.7353	30.9682	21.3132
ENSG00000164684.13	ZNF704	protein_coding	-	4.59	4.02	Lamina	0	0	Interior_Repr2	1.83661	0	0.774178	0
ENSG00000164687.10	FABP5	protein_coding	+	121.99	106.75	Lamina	3.38	2.72	Lamina	53.7084	7.78292	56.0886	4.38207
ENSG00000164690.7	SHH	protein_coding	-	0.08	0.07	Interior_Repr2	0	0	Interior_Repr1	40.7121	4.90146	15.0434	3.61887
ENSG00000164691.17	TAGAP	protein_coding	-	0	0	Interior_Act1	0.08	0.07	Interior_Repr2	30.0045	25.6987	28.5269	6.90853
ENSG00000164692.17	COL1A2	protein_coding	+	46.82	40.97	Interior_Act3	7124.09	5733.39	Interior_Act2	46.1768	4291.78	33.7766	8163.49
ENSG00000164694.16	FNDC1	protein_coding	+	0.16	0.14	Interior_Repr2	0.07	0.06	Interior_Repr2	21.4615	35.0122	18.8728	27.3298
ENSG00000164695.4	CHMP4C	protein_coding	+	1.88	1.64	Interior_Act3	0.69	0.55	Interior_Repr2	0	0	0	0
ENSG00000164707.15	SLC13A4	protein_coding	-	2.12	1.86	Interior_Act3	0	0	Interior_Act3	4.65781	0	4.67952	0
ENSG00000164708.5	PGAM2	protein_coding	-	1.14	1	Speckle	0.12	0.1	Speckle	141.148	255.72	47.0851	79.5795
ENSG00000164713.9	BRI3	protein_coding	+	50.17	43.9	Interior_Act1	132.77	106.85	Interior_Repr1	785.577	63.214	145.016	36.5594
ENSG00000164715.5	LMTK2	protein_coding	+	16.51	14.45	Interior_Act1	1.91	1.53	Interior_Repr1	2.08664	103.744	0.645022	39.5244
ENSG00000164729.7	SLC35G3	protein_coding	-	0	0	Near_Lm1	0	0	Interior_Repr1	0	0	0	0
ENSG00000164733.20	CTSB	protein_coding	-	18.22	15.95	Interior_Act1	358.36	288.4	Interior_Repr1	31.4994	227.429	6.0484	128.236
ENSG00000164736.5	SOX17	protein_coding	+	0	0	Interior_Repr1	0	0	Near_Lm2	57.5389	0	5.85029	0
ENSG00000164741.14	DLC1	protein_coding	-	2.22	1.94	Lamina	31.03	24.98	Interior_Act1	0.237372	337.058	0.0447559	204.953
ENSG00000164742.15	ADCY1	protein_coding	+	14.42	12.62	Interior_Repr2	0	0	Near_Lm1	1.64228	0	0.544533	0
ENSG00000164743.4	C8orf48	protein_coding	+	0.39	0.34	Lamina	1.58	1.27	Interior_Act3	0	182.318	0	39.7713
ENSG00000164744.12	SUN3	protein_coding	-	0	0	Interior_Repr1	0.19	0.15	Interior_Act1	19.2887	37.5176	9.80674	29.1751
ENSG00000164746.13	C7orf57	protein_coding	+	0.3	0.26	Interior_Repr1	0.09	0.07	Interior_Act1	90.1564	25.4659	40.1443	4.86287
ENSG00000164749.11	HNF4G	protein_coding	+	0.9	0.78	Lamina	0	0	Lamina	0	3.90318	0	3.59753
ENSG00000164751.14	PEX2	protein_coding	-	16.4	14.35	Lamina	11.68	9.4	Interior_Act3	3.60954	166.775	0.89797	64.7761
ENSG00000164754.14	RAD21	protein_coding	-	99.91	87.42	Interior_Act3	60.44	48.64	Interior_Act3	43.336	237.577	7.92914	155.02
ENSG00000164756.12	SLC30A8	protein_coding	+	0	0	Lamina	0	0	Interior_Act3	0	0	0	0
ENSG00000164758.7	MED30	protein_coding	+	7.59	6.64	Interior_Act3	3.85	3.09	Interior_Act3	0	13.2957	0	11.8379
ENSG00000164761.8	TNFRSF11B	protein_coding	-	1.26	1.1	Lamina	75.35	60.64	Interior_Act3	4.49461	81.7214	0.00267868	34.0164
ENSG00000164764.10	SBSPON	protein_coding	-	0.18	0.16	Interior_Act3	0	0	Interior_Repr2	16.0825	0	4.2496	0
ENSG00000164776.9	PHKG1	protein_coding	-	0.33	0.29	Near_Lm1	1.54	1.24	Interior_Repr1	0.587363	10.591	0.309051	2.99454
ENSG00000164778.4	EN2	protein_coding	+	0.01	0.01	Interior_Act1	0	0	Interior_Repr1	25.071	0	4.35659	0
ENSG00000164794.8	KCNV1	protein_coding	-	0.26	0.22	Lamina	0	0	Lamina	0	0	0	0
ENSG00000164796.17	CSMD3	protein_coding	-	0.02	0.02	Lamina	0	0	Lamina	318.661	4.98285	32.5857	2.15838
ENSG00000164808.16	SPIDR	protein_coding	+	18.99	16.62	Near_Lm1	24.33	19.58	Interior_Act1	5.18611	135.508	3.84899	205.053
ENSG00000164815.10	ORC5	protein_coding	-	10.66	9.33	Interior_Repr2	8.94	7.2	Interior_Repr2	0.139141	15.942	0.00684622	7.82264
ENSG00000164816.7	DEFA5	protein_coding	-	0	0	Interior_Repr1	0	0	Interior_Repr1	0	0	0	0
ENSG00000164818.15	DNAAF5	protein_coding	+	29.58	25.88	Speckle	8.37	6.74	Speckle	438.559	135.467	248.876	42.0849
ENSG00000164821.4	DEFA4	protein_coding	-	0	0	Interior_Repr1	0	0	Interior_Repr1	1.05353	0	2.07869	0
ENSG00000164822.4	DEFA6	protein_coding	-	0	0	Interior_Repr1	0	0	Interior_Repr1	0	0	0	0
ENSG00000164823.10	OSGIN2	protein_coding	+	6.41	5.61	Interior_Act3	3.9	3.14	Interior_Act3	188.54	62.7962	72.6857	44.2994
ENSG00000164825.3	DEFB1	protein_coding	-	0	0	Interior_Repr1	0	0	Interior_Repr1	0	0	0	0
ENSG00000164828.17	SUN1	protein_coding	+	58.15	50.89	Speckle	33.94	27.31	Speckle	17.8567	76.1956	12.0867	28.8119
ENSG00000164830.18	OXR1	protein_coding	+	8.16	7.14	Lamina	5.05	4.06	Interior_Act3	0.572854	41.1486	0.339373	20.1625
ENSG00000164841.4	TMEM74	protein_coding	-	3.22	2.82	Lamina	0	0	Lamina	0	0	0	0
ENSG00000164849.9	GPR146	protein_coding	+	0.97	0.84	Speckle	0.91	0.73	Speckle	56.9336	141.264	9.78661	29.164
