gene_id	gene_name	gene_type	strand	TPM.H1	FPKM.H1	SPIN.H1	TPM.HFF	FPKM.HFF	SPIN.HFF
ENSG00000141424.12	SLC39A6	protein_coding	-	19.77	17.3	Interior_Act1	13.81	11.12	Interior_Act2
ENSG00000141425.17	RPRD1A	protein_coding	-	56.69	49.61	Interior_Act1	9.49	7.64	Interior_Act2
ENSG00000141428.16	C18orf21	protein_coding	+	18.49	16.18	Interior_Act1	19.77	15.91	Interior_Act2
ENSG00000141429.13	GALNT1	protein_coding	+	54.39	47.6	Interior_Act1	7.34	5.91	Near_Lm1
ENSG00000141431.11	ASXL3	protein_coding	+	0.68	0.6	Lamina	0	0	Near_Lm2
ENSG00000141433.12	ADCYAP1	protein_coding	+	0.06	0.05	Interior_Repr1	0	0	Near_Lm2
ENSG00000141434.11	MEP1B	protein_coding	+	0	0	Interior_Act3	0.12	0.09	Near_Lm2
ENSG00000141437.8	SLC25A52	protein_coding	-	0	0	Interior_Act3	0	0	Near_Lm1
ENSG00000141441.15	GAREM1	protein_coding	-	4.95	4.33	Lamina	0.06	0.05	Near_Lm2
ENSG00000141446.10	ESCO1	protein_coding	-	25.95	22.71	Interior_Act2	4.13	3.32	Interior_Act2
ENSG00000141447.17	OSBPL1A	protein_coding	-	40.21	35.19	Interior_Act1	12.17	9.79	Interior_Act2
ENSG00000141448.8	GATA6	protein_coding	+	0.05	0.04	Interior_Act2	5.4	4.35	Interior_Act2
ENSG00000141449.14	GREB1L	protein_coding	+	0.18	0.16	Interior_Act2	4.27	3.44	Interior_Act2
ENSG00000141452.9	RMC1	protein_coding	+	10.81	9.46	Interior_Act1	28.98	23.32	Interior_Act2
ENSG00000141456.14	PELP1	protein_coding	-	99.36	86.94	Speckle	26.74	21.52	Speckle
ENSG00000141458.12	NPC1	protein_coding	-	21.23	18.58	Interior_Act1	10.88	8.75	Interior_Act2
ENSG00000141469.17	SLC14A1	protein_coding	+	0.03	0.03	Interior_Repr1	3.89	3.13	Interior_Act2
ENSG00000141480.17	ARRB2	protein_coding	+	54.27	47.49	Speckle	4.27	3.44	Speckle
ENSG00000141485.16	SLC13A5	protein_coding	-	1.37	1.2	Speckle	0	0	Interior_Act2
ENSG00000141497.13	ZMYND15	protein_coding	+	0.31	0.27	Speckle	0.08	0.06	Speckle
ENSG00000141499.16	WRAP53	protein_coding	+	16.18	14.16	Speckle	2.99	2.4	Speckle
ENSG00000141503.15	MINK1	protein_coding	+	41.7	36.49	Speckle	33.26	26.77	Speckle
ENSG00000141504.11	SAT2	protein_coding	-	38.82	33.97	Speckle	40.22	32.37	Speckle
ENSG00000141505.11	ASGR1	protein_coding	-	5.81	5.08	Speckle	1.56	1.26	Speckle
ENSG00000141506.13	PIK3R5	protein_coding	-	2.3	2.01	Interior_Act2	0.16	0.13	Near_Lm1
ENSG00000141510.17	TP53	protein_coding	-	106.28	93.01	Speckle	27.96	22.5	Speckle
ENSG00000141519.14	CCDC40	protein_coding	+	6.15	5.38	Speckle	12.73	10.25	Speckle
ENSG00000141522.11	ARHGDIA	protein_coding	-	116.63	102.06	Speckle	268.5	216.08	Speckle
ENSG00000141524.15	TMC6	protein_coding	-	41.64	36.44	Speckle	0.22	0.18	Interior_Act2
ENSG00000141526.16	SLC16A3	protein_coding	+	2.04	1.79	Speckle	123.46	99.36	Speckle
ENSG00000141527.17	CARD14	protein_coding	+	0.02	0.02	Speckle	0	0	Speckle
ENSG00000141540.10	TTYH2	protein_coding	+	1.73	1.52	Speckle	0.83	0.67	Interior_Repr1
ENSG00000141542.10	RAB40B	protein_coding	-	1.67	1.46	Speckle	8.71	7.01	Speckle
ENSG00000141543.10	EIF4A3	protein_coding	-	78.33	68.55	Speckle	28.33	22.8	Speckle
ENSG00000141551.14	CSNK1D	protein_coding	-	55.32	48.41	Speckle	90.35	72.71	Speckle
ENSG00000141552.17	ANAPC11	protein_coding	+	94.67	82.85	Speckle	63.04	50.73	Speckle
ENSG00000141556.20	TBCD	protein_coding	+	63.33	55.41	Speckle	17.08	13.75	Speckle
ENSG00000141560.14	FN3KRP	protein_coding	+	11.48	10.05	Speckle	12.05	9.7	Speckle
ENSG00000141562.17	NARF	protein_coding	+	52.3	45.77	Speckle	20.92	16.84	Speckle
ENSG00000141564.14	RPTOR	protein_coding	+	15.4	13.48	Speckle	6.43	5.18	Speckle
ENSG00000141568.20	FOXK2	protein_coding	+	34.86	30.5	Speckle	15.11	12.16	Speckle
ENSG00000141569.11	TRIM65	protein_coding	-	26.08	22.82	Speckle	8.72	7.02	Speckle
ENSG00000141570.10	CBX8	protein_coding	-	1.13	0.99	Speckle	3.11	2.5	Interior_Act2
ENSG00000141574.7	SECTM1	protein_coding	-	0.11	0.1	Speckle	5.97	4.81	Speckle
ENSG00000141576.15	RNF157	protein_coding	-	7.18	6.28	Speckle	0.22	0.17	Speckle
ENSG00000141577.13	CEP131	protein_coding	-	12.43	10.88	Speckle	5.54	4.45	Speckle
ENSG00000141579.6	ZNF750	protein_coding	-	0	0	Speckle	0	0	Speckle
ENSG00000141580.15	WDR45B	protein_coding	-	44.05	38.55	Speckle	44.03	35.43	Speckle
ENSG00000141582.14	CBX4	protein_coding	-	2.17	1.9	Speckle	13.27	10.68	Interior_Act2
ENSG00000141622.13	RNF165	protein_coding	+	3.32	2.91	Interior_Act1	0	0	Near_Lm1
ENSG00000141627.13	DYM	protein_coding	-	34.26	29.98	Interior_Act1	20.57	16.55	Interior_Act1
ENSG00000141639.11	MAPK4	protein_coding	+	1.7	1.49	Interior_Act1	0	0	Near_Lm1
ENSG00000141642.8	ELAC1	protein_coding	+	1.85	1.62	Interior_Act1	2.74	2.21	Near_Lm1
ENSG00000141644.17	MBD1	protein_coding	-	22.33	19.54	Interior_Act1	33.86	27.25	Near_Lm1
ENSG00000141646.13	SMAD4	protein_coding	+	74.57	65.26	Interior_Act1	21.98	17.69	Near_Lm1
ENSG00000141655.16	TNFRSF11A	protein_coding	+	5.69	4.98	Interior_Act1	0	0	Near_Lm1
ENSG00000141664.9	ZCCHC2	protein_coding	+	9.98	8.73	Interior_Act1	1.81	1.46	Near_Lm1
ENSG00000141665.12	FBXO15	protein_coding	-	0.45	0.4	Interior_Repr1	0.57	0.46	Near_Lm1
ENSG00000141668.9	CBLN2	protein_coding	-	0	0	Near_Lm2	0	0	Lamina
ENSG00000141682.11	PMAIP1	protein_coding	+	45.17	39.52	Interior_Repr2	4.02	3.23	Interior_Act1
ENSG00000141696.12	P3H4	protein_coding	-	12.56	10.99	Speckle	45.13	36.32	Speckle
ENSG00000141698.16	NT5C3B	protein_coding	-	36.9	32.29	Speckle	41.65	33.52	Speckle
ENSG00000141699.10	RETREG3	protein_coding	-	22.87	20.02	Speckle	17.44	14.04	Speckle
ENSG00000141736.13	ERBB2	protein_coding	+	211.35	184.95	Speckle	23.15	18.63	Speckle
ENSG00000141738.13	GRB7	protein_coding	+	17.28	15.12	Speckle	0	0	Speckle
ENSG00000141741.11	MIEN1	protein_coding	-	15.91	13.93	Speckle	75.77	60.98	Speckle
ENSG00000141744.3	PNMT	protein_coding	+	2.98	2.6	Speckle	0	0	Speckle
ENSG00000141748.12	ARL5C	protein_coding	-	0.09	0.08	Speckle	0	0	Speckle
ENSG00000141750.6	STAC2	protein_coding	-	3.23	2.83	Speckle	0	0	Speckle
ENSG00000141753.6	IGFBP4	protein_coding	+	56.36	49.32	Speckle	449.14	361.46	Speckle
ENSG00000141756.18	FKBP10	protein_coding	+	92.87	81.27	Speckle	411.23	330.95	Speckle
ENSG00000141759.14	TXNL4A	protein_coding	-	90.76	79.42	Interior_Act1	71.51	57.55	Interior_Act2
ENSG00000141837.19	CACNA1A	protein_coding	-	13.61	11.91	Speckle	4.36	3.51	Interior_Act2
ENSG00000141854.9	MISP3	protein_coding	+	0.76	0.66	Speckle	2.95	2.37	Speckle
ENSG00000141858.11	SAMD1	protein_coding	-	53.96	47.22	Speckle	32.34	26.03	Speckle
ENSG00000141867.17	BRD4	protein_coding	-	78.23	68.45	Interior_Act2	20.6	16.58	Speckle
ENSG00000141873.10	SLC39A3	protein_coding	-	17.73	15.51	Speckle	39.8	32.03	Speckle
ENSG00000141905.18	NFIC	protein_coding	+	1.72	1.5	Speckle	50.25	40.44	Speckle
ENSG00000141933.9	TPGS1	protein_coding	+	4.87	4.26	Speckle	10.34	8.33	Speckle
ENSG00000141934.9	PLPP2	protein_coding	-	54.39	47.6	Interior_Act2	4.2	3.38	Interior_Repr1
ENSG00000141946.1	ZIM3	protein_coding	-	0	0	Near_Lm1	0	0	Interior_Repr1
ENSG00000141956.13	PRDM15	protein_coding	-	5.64	4.94	Interior_Act2	2.44	1.96	Interior_Act2
ENSG00000141959.16	PFKL	protein_coding	+	44.18	38.66	Interior_Act2	48.15	38.75	Interior_Act2
ENSG00000141965.4	FEM1A	protein_coding	+	8.65	7.57	Speckle	2.76	2.22	Speckle
ENSG00000141968.7	VAV1	protein_coding	+	0.12	0.1	Interior_Act2	0.03	0.03	Interior_Act2
ENSG00000141971.12	MVB12A	protein_coding	+	20.35	17.8	Speckle	37.78	30.41	Speckle
ENSG00000141977.9	CIB3	protein_coding	-	0	0	Interior_Act2	0	0	Speckle
ENSG00000141979.4	AC008764.1	protein_coding	-	0	0	Interior_Act2	0	0	Speckle
ENSG00000141985.9	SH3GL1	protein_coding	-	54.92	48.06	Speckle	82.06	66.04	Speckle
ENSG00000141994.15	DUS3L	protein_coding	-	21	18.37	Speckle	10.83	8.72	Speckle
ENSG00000142002.17	DPP9	protein_coding	-	21.87	19.14	Speckle	27.62	22.23	Speckle
ENSG00000142025.15	DMRTC2	protein_coding	+	0	0	Interior_Act2	0	0	Interior_Act2
ENSG00000142039.3	CCDC97	protein_coding	+	14.56	12.74	Interior_Act2	6.67	5.37	Interior_Act2
ENSG00000142046.14	TMEM91	protein_coding	+	2.85	2.49	Interior_Act2	9.09	7.31	Interior_Act2
ENSG00000142065.13	ZFP14	protein_coding	-	4.38	3.83	Interior_Act2	0.96	0.77	Interior_Repr1
ENSG00000142082.14	SIRT3	protein_coding	-	7.67	6.71	Interior_Act2	21.86	17.6	Speckle
ENSG00000142089.15	IFITM3	protein_coding	-	123.32	107.92	Speckle	1615.04	1299.77	Speckle
ENSG00000142102.15	PGGHG	protein_coding	+	32.59	28.52	Speckle	19.95	16.06	Speckle
ENSG00000142149.8	HUNK	protein_coding	+	5.46	4.78	Interior_Repr1	0	0	Near_Lm1
ENSG00000142156.14	COL6A1	protein_coding	+	53.7	47	Interior_Act2	385.43	310.19	Speckle
ENSG00000142166.12	IFNAR1	protein_coding	+	9.17	8.02	Interior_Act2	8.52	6.86	Interior_Act2
ENSG00000142168.14	SOD1	protein_coding	+	102.99	90.12	Interior_Repr1	138.62	111.56	Near_Lm1
ENSG00000142173.14	COL6A2	protein_coding	+	33.65	29.45	Speckle	379.55	305.46	Speckle
ENSG00000142178.8	SIK1	protein_coding	-	3.58	3.13	Interior_Act2	1.73	1.39	Interior_Act2
ENSG00000142182.8	DNMT3L	protein_coding	-	0.11	0.09	Interior_Act2	0	0	Interior_Act2
ENSG00000142185.16	TRPM2	protein_coding	+	0.15	0.13	Interior_Act2	0.46	0.37	Interior_Act2
ENSG00000142186.16	SCYL1	protein_coding	+	32.1	28.09	Speckle	82.32	66.25	Speckle
ENSG00000142188.16	TMEM50B	protein_coding	-	9.01	7.89	Interior_Act2	22.15	17.83	Interior_Act2
ENSG00000142192.20	APP	protein_coding	-	295.81	258.86	Interior_Repr1	300.49	241.83	Interior_Act2
ENSG00000142197.12	DOP1B	protein_coding	+	5.3	4.64	Interior_Act2	3.11	2.5	Interior_Act2
ENSG00000142207.6	URB1	protein_coding	-	15.53	13.59	Interior_Act2	4.33	3.48	Interior_Act2
ENSG00000142208.16	AKT1	protein_coding	-	38.38	33.59	Interior_Act2	62.83	50.56	Speckle
ENSG00000142224.15	IL19	protein_coding	+	0	0	Interior_Act1	0	0	Interior_Act1
ENSG00000142227.10	EMP3	protein_coding	+	9.88	8.65	Speckle	331.64	266.9	Speckle
ENSG00000142230.11	SAE1	protein_coding	+	143.86	125.89	Speckle	36.81	29.63	Speckle
ENSG00000142233.11	NTN5	protein_coding	-	0.25	0.22	Speckle	0.72	0.58	Speckle
ENSG00000142235.9	LMTK3	protein_coding	-	6.68	5.84	Speckle	0.13	0.11	Speckle
ENSG00000142252.10	GEMIN7	protein_coding	+	25.77	22.55	Speckle	23.23	18.69	Speckle
ENSG00000142273.12	CBLC	protein_coding	+	9.35	8.18	Interior_Act2	0	0	Speckle
ENSG00000142279.12	WTIP	protein_coding	+	8.25	7.22	Interior_Act2	9.09	7.32	Interior_Act2
ENSG00000142303.13	ADAMTS10	protein_coding	-	9.34	8.18	Interior_Act2	16.51	13.28	Interior_Act2
ENSG00000142319.17	SLC6A3	protein_coding	-	0.26	0.23	Speckle	0	0	Interior_Act2
ENSG00000142327.12	RNPEPL1	protein_coding	+	6.08	5.32	Interior_Act2	39.85	32.07	Interior_Act1
ENSG00000142330.19	CAPN10	protein_coding	+	21.39	18.71	Interior_Act2	14.39	11.58	Interior_Act1
ENSG00000142347.17	MYO1F	protein_coding	-	2.49	2.18	Interior_Act2	0.26	0.21	Speckle
ENSG00000142396.10	ERVK3-1	protein_coding	+	16.89	14.78	Speckle	35.03	28.19	Speckle
ENSG00000142405.21	NLRP12	protein_coding	-	0.97	0.85	Speckle	0	0	Interior_Act2
ENSG00000142408.4	CACNG8	protein_coding	+	2.41	2.11	Speckle	0.01	0.01	Interior_Act2
ENSG00000142409.5	ZNF787	protein_coding	-	30.07	26.31	Interior_Act2	10.42	8.39	Interior_Repr1
ENSG00000142444.6	TIMM29	protein_coding	+	12.86	11.25	Speckle	5.43	4.37	Speckle
ENSG00000142449.12	FBN3	protein_coding	-	20.77	18.17	Speckle	0	0	Interior_Act2
ENSG00000142453.11	CARM1	protein_coding	+	71.89	62.91	Speckle	34.36	27.65	Speckle
ENSG00000142459.8	EVI5L	protein_coding	+	5.88	5.15	Speckle	12.23	9.84	Interior_Act2
ENSG00000142484.6	TM4SF5	protein_coding	+	0	0	Speckle	0	0	Speckle
ENSG00000142494.13	SLC47A1	protein_coding	+	0.82	0.72	Interior_Act2	0	0	Interior_Act2
ENSG00000142507.9	PSMB6	protein_coding	+	142	124.26	Speckle	102	82.09	Speckle
ENSG00000142511.4	GPR32	protein_coding	+	0	0	Interior_Act2	0	0	Interior_Act2
ENSG00000142512.14	SIGLEC10	protein_coding	-	0	0	Interior_Act2	0	0	Interior_Act2
ENSG00000142513.5	ACP4	protein_coding	+	0	0	Interior_Act2	0	0	Interior_Act2
ENSG00000142515.14	KLK3	protein_coding	+	0.11	0.09	Interior_Act2	0	0	Interior_Act2
ENSG00000142528.15	ZNF473	protein_coding	+	6.28	5.5	Interior_Act2	3.1	2.5	Interior_Act2
ENSG00000142530.10	FAM71E1	protein_coding	-	4.87	4.26	Interior_Act2	0.3	0.24	Interior_Act2
ENSG00000142534.6	RPS11	protein_coding	+	1202.73	1052.48	Speckle	2327.88	1873.45	Speckle
ENSG00000142538.1	PTH2	protein_coding	-	0.27	0.23	Speckle	0	0	Speckle
ENSG00000142539.9	AC020909.1	protein_coding	+	1.84	1.61	Interior_Act2	0	0	Interior_Act2
ENSG00000142541.16	RPL13A	protein_coding	+	1774.51	1552.83	Speckle	1581.92	1273.11	Speckle
ENSG00000142544.6	CTU1	protein_coding	-	3.85	3.37	Interior_Act2	3.43	2.76	Interior_Act2
ENSG00000142546.13	NOSIP	protein_coding	-	45.67	39.96	Speckle	40.04	32.22	Speckle
ENSG00000142549.9	IGLON5	protein_coding	+	17.1	14.96	Interior_Act2	0	0	Interior_Act2
ENSG00000142552.7	RCN3	protein_coding	+	10.49	9.18	Speckle	302.89	243.76	Speckle
ENSG00000142556.18	ZNF614	protein_coding	-	10.02	8.77	Interior_Act2	1.74	1.4	Interior_Act1
ENSG00000142583.17	SLC2A5	protein_coding	-	0	0	Speckle	0.85	0.69	Speckle
ENSG00000142599.17	RERE	protein_coding	-	76.05	66.55	Speckle	22.01	17.71	Interior_Act1
ENSG00000142606.15	MMEL1	protein_coding	-	0.49	0.43	Interior_Act2	0	0	Interior_Repr1
ENSG00000142609.18	CFAP74	protein_coding	-	0.11	0.09	Speckle	0	0	Speckle
ENSG00000142611.16	PRDM16	protein_coding	+	0.23	0.2	Interior_Act2	0	0	Interior_Repr1
ENSG00000142615.7	CELA2A	protein_coding	+	0	0	Speckle	0	0	Interior_Repr1
ENSG00000142619.4	PADI3	protein_coding	+	0.2	0.18	Speckle	0.03	0.02	Speckle
ENSG00000142621.19	FHAD1	protein_coding	+	0.37	0.32	Interior_Act2	0.14	0.12	Interior_Repr1
ENSG00000142623.10	PADI1	protein_coding	+	0.16	0.14	Speckle	1.17	0.95	Speckle
ENSG00000142627.12	EPHA2	protein_coding	-	18.06	15.8	Speckle	29.12	23.44	Speckle
ENSG00000142632.16	ARHGEF19	protein_coding	-	30.27	26.49	Speckle	4.33	3.48	Speckle
ENSG00000142634.12	EFHD2	protein_coding	+	13.48	11.79	Speckle	14.24	11.46	Interior_Repr1
ENSG00000142655.12	PEX14	protein_coding	+	10.61	9.29	Speckle	15.77	12.69	Interior_Act1
ENSG00000142657.20	PGD	protein_coding	+	177.84	155.62	Speckle	115.95	93.32	Interior_Act1
ENSG00000142661.18	MYOM3	protein_coding	-	0.05	0.04	Speckle	0.01	0.01	Speckle
ENSG00000142669.14	SH3BGRL3	protein_coding	+	41.78	36.56	Speckle	844.01	679.25	Speckle
ENSG00000142675.17	CNKSR1	protein_coding	+	7.81	6.84	Speckle	1.32	1.06	Speckle
ENSG00000142676.14	RPL11	protein_coding	+	765.74	670.08	Speckle	1131.18	910.36	Speckle
ENSG00000142677.3	IL22RA1	protein_coding	-	0.09	0.08	Speckle	0	0	Speckle
ENSG00000142684.8	ZNF593	protein_coding	+	20.52	17.96	Speckle	19.15	15.41	Speckle
ENSG00000142686.7	C1orf216	protein_coding	-	5.79	5.06	Speckle	8.78	7.07	Interior_Act1
ENSG00000142687.17	KIAA0319L	protein_coding	-	29.9	26.17	Speckle	14.11	11.36	Interior_Act1
ENSG00000142694.6	EVA1B	protein_coding	-	5.35	4.68	Speckle	108	86.92	Speckle
ENSG00000142698.14	C1orf94	protein_coding	+	3.12	2.73	Interior_Act2	0	0	Interior_Repr1
ENSG00000142700.11	DMRTA2	protein_coding	-	0	0	Near_Lm2	0	0	Interior_Repr2
ENSG00000142731.10	PLK4	protein_coding	+	18.9	16.54	Interior_Act3	2.59	2.09	Interior_Act3
ENSG00000142733.15	MAP3K6	protein_coding	-	4.09	3.58	Speckle	21.52	17.32	Speckle
ENSG00000142748.12	FCN3	protein_coding	-	0.16	0.14	Speckle	0	0	Speckle
ENSG00000142751.14	GPN2	protein_coding	-	19.78	17.31	Speckle	18.95	15.25	Speckle
ENSG00000142765.17	SYTL1	protein_coding	+	3.44	3.01	Speckle	0.29	0.23	Speckle
ENSG00000142784.15	WDTC1	protein_coding	+	10.03	8.78	Speckle	16.65	13.4	Speckle
ENSG00000142789.19	CELA3A	protein_coding	+	0	0	Speckle	0	0	Speckle
ENSG00000142794.18	NBPF3	protein_coding	+	2.31	2.02	Speckle	7.67	6.17	Speckle
ENSG00000142798.19	HSPG2	protein_coding	-	59.46	52.03	Speckle	214.67	172.77	Speckle
ENSG00000142856.16	ITGB3BP	protein_coding	-	26.38	23.09	Interior_Act1	26.58	21.39	Interior_Repr2
ENSG00000142864.14	SERBP1	protein_coding	-	287.82	251.86	Interior_Act3	71.56	57.59	Interior_Repr1
ENSG00000142867.13	BCL10	protein_coding	-	15.91	13.92	Interior_Act3	7.63	6.14	Interior_Act1
ENSG00000142871.16	CYR61	protein_coding	+	60.61	53.03	Interior_Act3	474.67	382.01	Interior_Act1
ENSG00000142875.19	PRKACB	protein_coding	+	16.67	14.58	Interior_Act3	12.71	10.23	Interior_Act3
ENSG00000142892.14	PIGK	protein_coding	-	12.45	10.89	Interior_Act3	37.56	30.23	Interior_Act3
ENSG00000142910.15	TINAGL1	protein_coding	+	6.01	5.26	Speckle	10.04	8.08	Speckle
ENSG00000142920.16	AZIN2	protein_coding	+	0.12	0.11	Speckle	4.91	3.95	Interior_Act1
ENSG00000142937.11	RPS8	protein_coding	+	1292.36	1130.92	Speckle	924.36	743.91	Interior_Act1
ENSG00000142945.12	KIF2C	protein_coding	+	36.54	31.98	Speckle	4.58	3.69	Interior_Act1
ENSG00000142949.16	PTPRF	protein_coding	+	124.06	108.56	Speckle	17.43	14.03	Speckle
ENSG00000142959.4	BEST4	protein_coding	-	0.74	0.65	Speckle	0.71	0.57	Interior_Act1
ENSG00000142961.14	MOB3C	protein_coding	-	3.09	2.7	Speckle	6.45	5.19	Interior_Repr1
ENSG00000142973.13	CYP4B1	protein_coding	+	0.24	0.21	Interior_Act2	0	0	Interior_Repr2
ENSG00000143001.4	TMEM61	protein_coding	+	0.29	0.25	Interior_Act1	0	0	Interior_Act1
ENSG00000143006.7	DMRTB1	protein_coding	+	0.19	0.16	Interior_Act1	0	0	Speckle
ENSG00000143013.12	LMO4	protein_coding	+	38.51	33.7	Interior_Act3	85.28	68.63	Interior_Act3
ENSG00000143028.8	SYPL2	protein_coding	+	0.81	0.71	Speckle	39.95	32.15	Speckle
ENSG00000143032.7	BARHL2	protein_coding	-	0.08	0.07	Interior_Act3	0	0	Lamina
ENSG00000143033.17	MTF2	protein_coding	+	54.68	47.85	Interior_Act1	6.36	5.11	Interior_Act1
ENSG00000143036.16	SLC44A3	protein_coding	+	2.26	1.98	Interior_Act3	0.79	0.64	Interior_Act1
ENSG00000143061.17	IGSF3	protein_coding	-	17.3	15.13	Interior_Repr1	0	0	Near_Lm1
ENSG00000143067.4	ZNF697	protein_coding	-	9.85	8.62	Interior_Act2	1.91	1.54	Interior_Repr1
ENSG00000143079.14	CTTNBP2NL	protein_coding	+	18.85	16.5	Speckle	6.82	5.49	Interior_Act1
ENSG00000143093.14	STRIP1	protein_coding	+	24.51	21.45	Interior_Act2	25.63	20.63	Speckle
ENSG00000143105.7	KCNA10	protein_coding	-	0	0	Interior_Act2	0	0	Interior_Repr1
ENSG00000143106.12	PSMA5	protein_coding	-	88.97	77.85	Speckle	86.88	69.92	Speckle
ENSG00000143107.8	FNDC7	protein_coding	+	0.07	0.07	Interior_Act1	0	0	Interior_Act1
ENSG00000143110.11	C1orf162	protein_coding	+	0.07	0.06	Interior_Act2	0.84	0.68	Interior_Act1
ENSG00000143119.13	CD53	protein_coding	+	0.3	0.26	Near_Lm1	0.23	0.18	Near_Lm2
ENSG00000143125.5	PROK1	protein_coding	+	0	0	Interior_Act2	0	0	Interior_Repr1
ENSG00000143126.7	CELSR2	protein_coding	+	14.87	13.02	Interior_Act1	1.11	0.9	Speckle
ENSG00000143127.12	ITGA10	protein_coding	-	0.24	0.21	Near_Lm1	0.9	0.72	Speckle
ENSG00000143147.14	GPR161	protein_coding	-	9	7.87	Interior_Act3	4.23	3.41	Interior_Act1
ENSG00000143149.12	ALDH9A1	protein_coding	-	30.9	27.04	Interior_Repr1	27.27	21.95	Interior_Act1
ENSG00000143153.12	ATP1B1	protein_coding	+	41.05	35.93	Interior_Act3	9.08	7.31	Interior_Repr2
ENSG00000143155.12	TIPRL	protein_coding	+	14.7	12.86	Interior_Act3	16.99	13.67	Interior_Act1
ENSG00000143156.13	NME7	protein_coding	-	15.31	13.4	Interior_Act3	3.96	3.19	Interior_Repr2
ENSG00000143157.11	POGK	protein_coding	+	21.62	18.92	Interior_Repr2	10.5	8.45	Interior_Repr2
ENSG00000143158.10	MPC2	protein_coding	-	21.95	19.21	Interior_Act3	37.01	29.79	Interior_Act1
ENSG00000143162.8	CREG1	protein_coding	-	16.15	14.13	Interior_Act1	28.19	22.69	Interior_Repr2
ENSG00000143164.15	DCAF6	protein_coding	+	9.35	8.18	Interior_Act3	26.52	21.34	Interior_Act1
ENSG00000143167.11	GPA33	protein_coding	-	0.1	0.09	Interior_Act1	0	0	Interior_Repr2
ENSG00000143171.12	RXRG	protein_coding	-	0.07	0.06	Interior_Repr1	0	0	Interior_Repr2
ENSG00000143178.12	TBX19	protein_coding	+	0.56	0.49	Interior_Act3	2.63	2.12	Interior_Repr1
ENSG00000143179.15	UCK2	protein_coding	+	55.17	48.28	Interior_Repr1	26.65	21.45	Interior_Act1
ENSG00000143183.16	TMCO1	protein_coding	-	33.08	28.95	Interior_Repr1	89.82	72.29	Interior_Act1
ENSG00000143184.4	XCL1	protein_coding	+	0.34	0.3	Lamina	0	0	Interior_Repr1
ENSG00000143185.3	XCL2	protein_coding	-	0	0	Interior_Act3	0	0	Interior_Repr1
ENSG00000143190.22	POU2F1	protein_coding	+	30.7	26.86	Interior_Act1	2.84	2.29	Interior_Repr2
ENSG00000143194.12	MAEL	protein_coding	+	0.05	0.05	Interior_Repr2	0	0	Interior_Repr2
ENSG00000143195.12	ILDR2	protein_coding	-	0.46	0.41	Interior_Repr2	0	0	Interior_Repr2
ENSG00000143196.4	DPT	protein_coding	-	0	0	Lamina	0.57	0.46	Interior_Repr2
ENSG00000143198.12	MGST3	protein_coding	+	66.39	58.1	Interior_Repr1	90.71	73	Interior_Repr2
ENSG00000143199.17	ADCY10	protein_coding	-	0.01	0.01	Interior_Act1	0.03	0.03	Interior_Act1
ENSG00000143207.20	COP1	protein_coding	-	24.12	21.11	Interior_Act3	24.95	20.08	Interior_Repr2
ENSG00000143217.8	NECTIN4	protein_coding	-	0.1	0.09	Speckle	0.11	0.09	Interior_Repr1
ENSG00000143222.11	UFC1	protein_coding	+	36.42	31.87	Speckle	112.05	90.18	Interior_Act1
ENSG00000143224.17	PPOX	protein_coding	+	21.71	19	Speckle	25.78	20.75	Interior_Act1
ENSG00000143226.13	FCGR2A	protein_coding	+	0.38	0.33	Interior_Act1	0.31	0.25	Interior_Act1
ENSG00000143228.12	NUF2	protein_coding	+	15.22	13.32	Interior_Act3	3.69	2.97	Interior_Act3
ENSG00000143248.12	RGS5	protein_coding	-	55.22	48.32	Interior_Repr2	1.73	1.39	Interior_Act3
ENSG00000143252.14	SDHC	protein_coding	+	120.19	105.18	Speckle	69.96	56.3	Interior_Act1
ENSG00000143256.4	PFDN2	protein_coding	-	38.22	33.45	Speckle	99.38	79.98	Interior_Repr1
ENSG00000143257.11	NR1I3	protein_coding	-	0	0	Speckle	0	0	Interior_Act1
ENSG00000143258.15	USP21	protein_coding	+	12.81	11.21	Speckle	17.93	14.43	Interior_Act1
ENSG00000143278.4	F13B	protein_coding	-	0	0	Lamina	0	0	Interior_Act3
ENSG00000143294.14	PRCC	protein_coding	+	61.77	54.05	Speckle	48.93	39.38	Speckle
ENSG00000143297.18	FCRL5	protein_coding	-	0.54	0.47	Interior_Repr2	0.02	0.02	Interior_Repr2
ENSG00000143303.11	RRNAD1	protein_coding	+	15.25	13.34	Speckle	20.96	16.87	Speckle
ENSG00000143314.12	MRPL24	protein_coding	-	18.88	16.52	Speckle	81.12	65.28	Speckle
ENSG00000143315.7	PIGM	protein_coding	-	2.89	2.52	Interior_Act1	3.08	2.48	Interior_Act1
ENSG00000143318.12	CASQ1	protein_coding	+	0.43	0.37	Interior_Act1	0.24	0.19	Interior_Act1
ENSG00000143319.16	ISG20L2	protein_coding	-	25.5	22.31	Speckle	13.02	10.48	Speckle
ENSG00000143320.8	CRABP2	protein_coding	-	64.03	56.03	Speckle	418.06	336.45	Speckle
ENSG00000143321.18	HDGF	protein_coding	-	209.99	183.76	Speckle	96.13	77.37	Speckle
ENSG00000143322.19	ABL2	protein_coding	-	10.25	8.97	Interior_Act3	7.65	6.15	Interior_Act1
